order,family,genus,species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,female_mass_mean,female_mass_upper,female_mass_lower,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,breeding_dist,nest_locations,clutch_size_mean,clutch_size_lower,cluth_size_upper,clutch_size_uncertainty,clutch_interval,hatchling_type,incubation_mean,incubation_period_lower,incubtaion_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,coloniality,citation
PROCELLARIIFORMES,OCEANITIDAE,Pelagodroma,marina,Pelagodroma marina,,White-faced Storm-petrel, White-faced Storm-Petrel, White-faced Storm Petrel,,,,LC,,2012,decreasing,,0.04,0.07,,,0.04,0.07,,STr,Bu,1,,,,,SP,,45,49,,"52-67, 80",,,,2.2,,,,0,,,,,,,,OS,43,,,,,,,,,,,,,
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,grallaria,Fregetta grallaria,,White-bellied Storm-petrel, White-bellied Storm-Petrel, White-bellied Storm Petrel,,,,LC,,2012,decreasing,,0.04,0.06,,,0.04,0.06,,STr,"Cr,Bu",1,,,,,SP,40,,,,68,,,,,,,,,,,,,,,,OS,45,,,,,,,,,,,,,
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,tropica,Fregetta tropica,,Black-bellied Storm-petrel, Black-bellied Storm-Petrel, Black-bellied Storm Petrel,,,,LC,,2012,decreasing,,0.05,0.06,,,0.05,0.06,,"SP,Tm",Cr,1,,,,,SP,,35,44,,"55, 65-71",,,,,,,,0,,,,,,,,OS,46,,,,,,,,,,,,,
PROCELLARIIFORMES,OCEANITIDAE,Nesofregetta,fuliginosa,Nesofregetta fuliginosa,,Polynesian Storm-petrel, Polynesian Storm-Petrel, Polynesian Storm Petrel, White-throated Storm Petrel,,,EN,C2a(i),2012,decreasing,,0.055,0.115,,,0.055,0.115,,"STr,,Tr","Un,Cr",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,gracilis,Oceanites gracilis,,White-vented Storm-petrel, White-vented Storm Petrel, Elliot's Storm-Petrel, White-vented Storm-Petrel,,,DD,,2012,stable,,,,,,,,,"STr,Tr",,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,OCEANITIDAE,Fregetta,maoriana,Fregetta maoriana,Oceanites maorianus,New Zealand Storm-petrel , New Zealand Storm Petrel,,,,,CR,D,2013,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,OCEANITIDAE,Oceanites,pincoyae,Oceanites pincoyae,,Pincoya Storm-petrel,,,,,,DD,,2014,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,PEDIONOMIDAE,Pedionomus,torquatus,Pedionomus torquatus,,Plains-wanderer,,,,,,EN,C2a(ii),2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,occidentalis,Pelecanus occidentalis,,Brown Pelican,,,,,,LC,,2012,increasing,3.2,,,,3.7,,,,"Tm,STr","O,T",2.6,2,3,,,A,30,,,,79.5,71,88,,115,,,,,30,84,,3,2,4,,"NS,OS",210,,,,28,,,,80,,,c,,
PELECANIFORMES,PELECANIDAE,Pelecanus,erythrorhynchos,Pelecanus erythrorhynchos,,American White Pelican,,,,,,LC,,2012,increasing,,4,5.9,,,5,7.1,,Tm,O,2,1,4,,,,30,,,?,60,,,,,,,,20,,,+,3,,,,,,,,,26,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,conspicillatus,Pelecanus conspicillatus,,Australian Pelican,,,,,,LC,,2012,stable,,4,6.8,,,4,6.8,,"Tm,STr",O,2,1,4,,,A,,32,35,,90,,,,,,,,,,,,(4-6),4,6,,"NS,OS",,230,260,,,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,rufescens,Pelecanus rufescens,,Pink-backed Pelican,,,,,,LC,,2012,stable,,3.9,6.2,,,4.5,7,,"STr,Tr","O,T",,1,3,,,A,,30,35,,,70,75,,,,,,,10,21,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,crispus,Pelecanus crispus,,Dalmatian Pelican,,,,,,VU,A2ce+3ce+4ce,2012,decreasing,,7.25,10,,,9.5,12,,"Tm,STr",O,,1,3,,,A,,31,34,,85,,,,,,,,,15,20,,,,,,NS,,,,,,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,philippensis,Pelecanus philippensis,,Spot-billed Pelican, Grey Pelican,,,,,NT,,2012,decreasing,4.65,,,,,5.1,5.7,,"STr,Tr",T,3,,,,,A,,29,31,,120,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,onocrotalus,Pelecanus onocrotalus,,Great White Pelican, White Pelican,,,,,LC,,2012,unknown,,6,9,,,9,15,,Tm-Tr,O,,2,4,,,A,,29,31,,,65,70,,,,,,,,,,,,,,"NS,NS+",,,,,,,,,,,,,,
PELECANIFORMES,PELECANIDAE,Pelecanus,thagus,Pelecanus thagus,,Peruvian Pelican,,,,,,NT,,2012,increasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHAETHONTIFORMES,PHAETHONTIDAE,Phaethon,lepturus,Phaethon lepturus,,White-tailed Tropicbird,,,,,,LC,,2012,decreasing,0.32,,,,,0.22,0.36,,"STr,Tr","Un,Cr",1,,,,,SA,42,40,43,,,70,85,,,,,,0,,,,4,,,,OS,,90,95,,,,,,,,,,,
PHAETHONTIFORMES,PHAETHONTIDAE,Phaethon,aethereus,Phaethon aethereus,,Red-billed Tropicbird,,,,,,LC,,2013,decreasing,0.7,,,,0.7,,,,"STr, Tr","Un,Cr",1,,,,,SA,,42,44,,,80,90,,,,,,0,,,,,,,,OS,,99,106,,,,,,,,,,,
PHAETHONTIFORMES,PHAETHONTIDAE,Phaethon,rubricauda,Phaethon rubricauda,,Red-tailed Tropicbird,,,,,,LC,,2013,stable,,0.5,0.85,,,0.5,0.85,,"STr,Tr","Un,Cr",1,,,,,SA,,29,31,,,65,70,,,,,,,,,,,,,,"NS,NS+",,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,penicillatus,Phalacrocorax penicillatus,,Brandt's Cormorant, Townsend's Cormorant, Pencilled Cormorant, Brown Cormorant, Tufted Cormorant,,LC,,2012,decreasing,,1.4,2.3,,,2.4,2.7,,"Tm,STr",O,2.6,2,5,,,A,29.2,28,32,,,,,,,,,,,,,yes,3,2,9,,NS+,108,,,,18,,,,74,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,harrisi,Phalacrocorax harrisi,Nannopterum harrisi harrisi|Nannopterum harrisi harrisi,Flightless Cormorant, Galapagos Cormorant,,,,,VU,D2,2013,stable,,2.5,2.9,,,3.8,4.1,,Tr,O,,2,4,,,A,35,,,,60,,,,,,,,,30,90,,,,,,NS,,,,,,,,,87.6,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carbo,Phalacrocorax carbo,,Great Cormorant, Black Shag, Cormorant, White-breasted Cormorant,,,LC,,2012,increasing,,2,2.5,,,2,2.5,,"Tm,STr","O,T,CL",,3,6,,,A,30,28,31,,53,49,56,,,,,,50,,,,3,2,3,,"NS,OS",,130,150,,,,,,88,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,aristotelis,Phalacrocorax aristotelis,,European Shag, Shag,,,,,LC,,2012,decreasing,1.6,,,,1.94,,,,Tm,"CI,O",3,1,6,,,A,34,33,36,,53,48,58,,52,,,,62,,,,(2-3),2,3,,"NS,OS",,,,,,,,,,80,88,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,brasilianus,Phalacrocorax brasilianus,,Neotropical Cormorant,,,,,,LC,,2012,increasing,1.07,,,,1.26,,,,"STr,Tr","T,O",3-4 (2-6),2,6,,,A,24.6,23,26,,63,,,,,,,,,,,yes,1,1,3,,NS,,,,,13,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,pelagicus,Phalacrocorax pelagicus,,Pelagic Cormorant, Resplendent cormorant, Baird's cormorant, Pelagic shag, Kenyon's Shag,,LC,,2012,decreasing,,1.53,1.7,,,1.75,2.03,,Tm,"O,Cr",3,1,6,,,A,30,29,31,,45,40,50,,,,,,,,,weeks,2,,,,"NS,OS",95,,,,18,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,auritus,Phalacrocorax auritus,,Double-crested Cormorant,,,,,,LC,,2012,increasing,,1.8,2.6,,,2,3,,"Tm,STr","O,CI,T",4,1,7,,,A,,25,28,,,42,56,,,,,,28,,,,2.7,1,4,,NS,,,,,18,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,gaimardi,Phalacrocorax gaimardi,,Red-legged Cormorant,,,,,,NT,,2012,decreasing,1.3,,,,1.3,,,,"STr, Tr",CI,3,3,4,,,A,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,magellanicus,Phalacrocorax magellanicus,,Rock Shag, Magellan Cormorant,,,,,LC,,2012,unknown,,,,,,,,,Tm,CI,3,2,4,,,A,,,,,,,,,,,,,,,,,,,,,NS,92,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,colensoi,Phalacrocorax colensoi,Leucocarbo colensoi colensoi,Auckland Shag, Auckland Island Shag,,,,,VU,D2,2012,stable,,,,,,,,,Tm,"O,CI",3,,,,,A,,26,32,,,,,,,,,,,,,,,,,,"NS,OS",105,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,campbelli,Phalacrocorax campbelli,Leucocarbo campbelli campbelli,Campbell Shag,,,,,,VU,D2,2012,stable,2,,,,,1.6,1.9,,Tm,"O,CI,Cr",,,,,,A,,,,,,,,,,,,,,,,,,,,,"NS,OS",105,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,capensis,Phalacrocorax capensis,,Cape Cormorant,,,,,,EN,A2bc+3bc+4bc,2013,decreasing,,1.16,1.31,,,1.16,1.31,,STr,"CI,O,T",2.4,2,3,,,A,,22,28,,49,,,,,,,,,,,,3,,,,NS,109,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,verrucosus,Phalacrocorax verrucosus,,Kerguelen Shag,,,,,,LC,,2014,unknown,,1.7,2,,,1.7,2,,"P,SP",CI,,2,4,,,A,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,urile,Phalacrocorax urile,,Red-faced Cormorant,,,,,,LC,,2012,decreasing,,1.55,2.05,,,1.9,2.27,,Tm,"CI,SI",,2,4,,,A,33,32,34,,59,54,64,,,,,,,,,,3,,,,"NS,OS",122,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,neglectus,Phalacrocorax neglectus,,Bank Cormorant,,,,,,EN,A2ace+3ce+4ace,2013,decreasing,1.8,,,,1.8,,,,,"O,CI",2,1,3,,,A,,29,30,,,,,,,,,,,,,,,,,,NS,132,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,nigrogularis,Phalacrocorax nigrogularis,,Socotra Cormorant,,,,,,VU,"A2bce+3ce+4bce;B2ab(i,ii,iii,iv,v)",2012,decreasing,,,,,,,,,STr,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,NS,,102,110,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,atriceps,Phalacrocorax atriceps,Leucocarbo atriceps ,Imperial Shag,,,,,,LC,,2014,unknown,,1.5,2.4,,,1.7,3.5,,SP,"O,CI",2.7,1,3,,,A,28.8,,,,77.5,75,80,,,,,,,,,,(2-4),2,4,,NS,,110,125,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,varius,Phalacrocorax varius,,Great Pied Cormorant, Pied Cormorant, Australian Pied Cormorant, Pied Shag,,,LC,,2012,unknown,,1.1,1.9,,,1.5,2.9,,Tm,O,,2,4,,,A,,25,33,,,47,60,,,,,,,,,,,,,,OS,,110,130,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Microcarbo,africanus,Microcarbo africanus,Phalacrocorax africanus,Long-tailed Cormorant, Long-tailed Cormorant,,,,,LC,,2012,decreasing,,0.43,0.6,,,0.5,0.88,,"STr,Tr","O,T","2.3,3.8",,,,,A,,23,25,,32,,,,,,,,,,,,,,,,NS+,,80,90,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Microcarbo,pygmaeus,Microcarbo pygmaeus,Halietor pygmeus|Phalacrocorax pygmaeus,Pygmy Cormorant,,,,,,LC,,2012,increasing,,0.56,0.64,,,0.65,0.87,,"Tm,STr",T,,4,6,,,A,,27,30,,70,,,,,,,,,,,,,,,,NS,,80,90,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Microcarbo,melanoleucos,Microcarbo melanoleucos,Microcarbo melanoleucos melanoleucos|Phalacrocorax melanoleucos,Little Pied Cormorant, Little Shag,,,,,LC,,2012,unknown,,0.4,0.9,,,0.7,0.9,,"Tm,STr","T,O",,3,5,,,A,,,,,,,,,,,,,,,,,,,,,ns,,85,91,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,punctatus,Phalacrocorax punctatus,Stictocarbo punctatus punctatus,Spotted Shag,,,,,,LC,,2012,unknown,,0.7,1.6,,,0.9,1.7,,Tm,"CI,SI",2.7,2,4,,,A,32,28,35,,62,57,71,,,,,,,,,,2,,,,"NS,OS",,91,99,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,fuscescens,Phalacrocorax fuscescens,,Black-faced Cormorant,,,,,,LC,,2012,unknown,,,,,,,,,Tm,"O,CI",,2,3,,,A,,,,,,,,,,,,,,,,,,,,,NS,,93,102,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,sulcirostris,Phalacrocorax sulcirostris,,Little Black Cormorant, Little Black Shag,,,,,LC,,2012,unknown,,0.5,1.2,,,0.5,1.2,,"Tm,STr",T,,4,6,,,A,,,,,,,,,,,,,,,,,,,,,,,95,105,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,capillatus,Phalacrocorax capillatus,,Japanese Cormorant,,,,,,LC,,2012,unknown,3.1,,,,3.1,,,,STr,CI,3,,,,,A,34,,,,40,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Microcarbo,coronatus,Microcarbo coronatus,Phalacrocorax coronatus,Crowned Cormorant,,,,,,NT,,2012,stable,,0.67,0.78,,,0.48,0.88,,Tm,"O,T",,1,5,,,A,23,,,,,30,35,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,onslowi,Phalacrocorax onslowi,Leucocarbo onslowi onslowi,Chatham Shag, Chatham Shag, Chatham Island Shag,,,,CR,"B2ab(ii,iii,iv,v)",2012,decreasing,1.79,,,,2.4,,,,Tm,"O,SI,Cr",3,,,,,A,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carunculatus,Phalacrocorax carunculatus,Leucocarbo carunculatus carunculatus,Rough-faced Shag, Rough-faced Shag,,,,,VU,D1+2,2012,stable,2.5,,,,2.5,,,,Tm,"O,SI",,1,3,,,A,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,chalconotus,Phalacrocorax chalconotus,Leucocarbo chalconotus chalconotus,Stewart Shag, Bronze Shag, Bronzed Shag,,,,VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C2a(i)",2012,decreasing,,1.79,3.88,,,1.79,3.88,,Tm,"O,SI",,2,3,,,A,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,ranfurlyi,Phalacrocorax ranfurlyi,Leucocarbo ranfurlyi ranfurlyi,Bounty Shag, Bounty Island Shag,,,,,VU,D1+2,2012,stable,,2.3,2.9,,,2.3,2.9,,Tm,CI,,2,3,,,A,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Microcarbo,niger,Microcarbo niger,Phalacrocorax niger,Little Cormorant,,,,,,LC,,2012,unknown,,0.36,0.53,,,0.36,0.53,,"STr,Tr",T,,3,5,,,A,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,fuscicollis,Phalacrocorax fuscicollis,,Indian Cormorant,,,,,,LC,,2012,unknown,,0.6,0.79,,,0.6,0.79,,"STr,Tr",T,,3,6,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,bougainvilliorum,Phalacrocorax bougainvilliorum,Phalacrocorax bougainvillii,Guanay Cormorant,,,,,,NT,,2014,decreasing,,,,,,,,,"Tm,STr","SI,O",3,2,3,,,A,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,featherstoni,Phalacrocorax featherstoni,Stictocarbo featherstoni featherstoni,Pitt Shag,,,,,,EN,C1,2012,decreasing,,0.645,1.33,,,0.645,1.33,,Tm,Cl,3,,,?,,A,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,
SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,perspicillatus,Phalacrocorax perspicillatus,,Spectacled Cormorant,,,,,,EX,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,PLUVIANELLIDAE,Pluvianellus,socialis,Pluvianellus socialis,,Magellanic Plover,,,,,,NT,,2012,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARADRIIFORMES,PLUVIANIDAE,Pluvianus,aegyptius,Pluvianus aegyptius,,Egyptian Plover, Crocodile-bird,,,,,LC,,2012,decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,pycrofti,Pterodroma pycrofti,,Pycroft's Petrel,,,,,,VU,D2,2012,increasing,,0.13,0.2,,,0.13,0.2,,Tm,Bu,1,,,,,SP,45,,,,80,,,,,,,,,,,,,,,,,,53,66,,,,,,72,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,aequinoctialis,Procellaria aequinoctialis,,White-chinned Petrel,,,,,,VU,A4bcde,2012,decreasing,1.28,,,,1.39,,,,"SP,Tr",Bu,1,,,,,SP,,57,62,,,87,106,,24,,,,,,,,6.5,,,,OS,,134,147,,,,,,79,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,salvini,Pachyptila salvini,,Salvin's Prion, Salvin's Prion,,,,,LC,,2012,stable,,0.12,0.21,,,0.12,0.21,,"SP,Tm","Bu,Cr",1,,,,,SP,,44,55,,,52,63,,6.9,,,,,,,,,,,,,59,,,,,,,,84,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Thalassoica,antarctica,Thalassoica antarctica,,Antarctic Petrel,,,,,,LC,,2012,stable,0.69,,,,0.81,,,,"P,SP","Cr,SI",1,,,,,SP,,40,45,,,42,62,,,,,,,,,,,,,,"NS,OS",104,,,,,,,,90,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,newelli,Puffinus newelli,,Newell's Shearwater, Newell's Shearwater,,,,,EN,A2bce+3bce+4bce,2013,decreasing,0.39,0.34,0.43,,0.39,0.34,0.43,,Tr,"Bu,Cr",1,,,,,SP,,47,66,,,,,,,,,,0,,,,(4-7),4,7,,OS,,,,,,,,,90,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,puffinus,Puffinus puffinus,,Manx Shearwater,,,,,,LC,,2012,decreasing,,0.35,0.58,,,0.3,0.45,,"SP,Tm",Bu,1,,,,,SP,51.3,47,66,,69,92,76,,12,,,,0,,,,6,,,,OS,79,,,,5,,,,93,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pagodroma,nivea,Pagodroma nivea,,Snow Petrel,,,,,,LC,,2012,stable,,0.24,0.46,,,0.24,0.46,,P,"CI,Cr",1,,,,,SP,,41,49,,,41,55,,17,,,,0,,,,(3-7),3,7,,"NS,OS",83,,,,,,,,93,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,phaeopygia,Pterodroma phaeopygia,,Galapagos Petrel, Galapagos Petrel, Dark-rumped Petrel,,,,CR,A2bce,2013,decreasing,0.43,,,,0.43,,,,Tr,"Bu,Cr",1,,,,,SP,55.3,,,,,100-119,,,10,,,,0,,,,5,5,6,,OS,91,,,,,,,,93,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,grisea,Ardenna grisea,Ardenna grisea grisea|Puffinus griseus,Sooty Shearwater,,,,,,NT,,2012,decreasing,,0.63,0.95,,,0.63,0.95,,Tm,Bu,1,,,,,SP,52.7,,,,97,,,,17,,,,0,,,,(5-7),5,7,,OS,103,,,,,,,,93,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,sandwichensis,Pterodroma sandwichensis,,Hawaiian Petrel,,,,,,VU,"B2ab(iv,v)",2012,decreasing,0.45,0.33,0.63,,0.45,0.33,0.63,,Tr,"Bu,Cr",1,,,,,SP,55.3,,,,,100-119,,,,,,,0,,,,(5-6),5,6,,OS,,,,,,,,,93,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Daption,capense,Daption capense,,Cape Petrel, Pintado Petrel, Cape Pigeon,,,,LC,,2012,stable,,0.36,0.51,,,0.38,0.55,,"P,SP","CI,O",1,,,,,SP,,44,47,,,47,68,,16,,,,0,,,,6,,,,OS,87,,,,25,,,,94,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,parkinsoni,Procellaria parkinsoni,,Black Petrel, Black Petrel, Black (Parkinson's) Petrel,,,,VU,D2,2012,stable,0.68,,,,0.72,,,,Tm,Bu,1,,,,,SP,56,,,,,96,122,,,,,,0,,,,(6-8),6,8,,OS,115,,,,,,,,94,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,bulwerii,Bulweria bulwerii,,Bulwer's Petrel,,,,,,LC,,2012,stable,0.99,,,,0.99,,,,"STr,Tr",Cr,1,,,,,SP,44.2,38,46,,62,57,67,,,,,,0,,,,(4-6),4,6,,OS,,65,73,,,,,,94.7,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,borealis,Calonectris borealis,,Cory's Shearwater,,,,,,LC,,2014,decreasing,0.82,,,,0.96,,,,"Tm,STr","Bu,Cr",1,,,,,SP,54,,,,97,,,,14,,,,0,,,,9,,,,OS,,,,,,,,,95.6,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,urinatrix,Pelecanoides urinatrix,,Common Diving-petrel, Common Diving Petrel, Common Diving-Petrel,,,,LC,,2012,decreasing,,0.11,0.15,,,0.11,0.15,,Tm,"Bu,SI",1,,,,,SP,53.5,,,,,49,55,,4.3,,,,0,,,,(2-3),2,3,,NS,43,,,,,,,,,75,87,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Fulmarus,glacialoides,Fulmarus glacialoides,,Southern Fulmar, Antarctic Fulmar,,,,,LC,,2012,stable,,0.7,1,,,0.7,1,,"P,SP","SI,CI",1,,,,,SP,,43,50,,,48,56,,32,,,,,,,,(9-11),9,11,,OS,106,,,,,,,,,90,95,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Macronectes,giganteus,Macronectes giganteus,,Southern Giant Petrel, Antarctic Giant-Petrel, Southern Giant Petrel, Southern Giant-Petrel,,,LC,,2012,increasing,3.94,,,,5.19,,,,P-Tm,O,1,,,,,SP,,59,66,,,112-123,,,79,,,,0,,,,(4-10),4,10,,OS,,150,210,,,,,,,90,96,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Fulmarus,glacialis,Fulmarus glacialis,,Northern Fulmar, Fulmar,,,,,LC,,2012,increasing,0.58,,,,0.65,,,,P-Tm,"O,CI",1,,,,,SP,48.4,,,,53,,,,31,,,,0,,,,5,5,12,,OS,,102,112,,31,,,c,,94,97,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hypoleuca,Pterodroma hypoleuca,,Bonin Petrel,,,,,,LC,,2012,decreasing,0.24,0.152,0.308,,0.24,0.152,0.308,,STr,Bu,1,,,,,SP,49,,,,82,77,89,,,,,,,,,,,,,,OS,,63,71,,21,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,pacifica,Ardenna pacifica,Ardenna pacifica pacifica|Puffinus pacificus,Wedge-tailed Shearwater,,,,,,LC,,2012,decreasing,,0.3,0.57,,,0.3,0.57,,"STr, Tr",Bu,1,,,,,SP,,48,56,,,98,115,,10,,,,0,,,,,,,,OS,,97,105,,26,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,longirostris,Pterodroma longirostris,,Stejneger's Petrel,,,,,,VU,D2,2012,stable,,,,,,,,,SP-STr,,1,,,,,SP,,,,,,,,,,,,,,,,,,,,,OS,53,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,turtur,Pachyptila turtur,,Fairy Prion,,,,,,LC,,2012,stable,,0.11,0.16,,,0.12,0.18,,SP-STr,"Bu,Cr",1,,,,,SP,,44,54,,50,,,,6.6,,,,,,,,(4-5),4,5,,NS,56,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,crassirostris,Pachyptila crassirostris,,Fulmar Prion,,,,,,LC,,2012,stable,,0.1,0.19,,,0.1,0.19,,Tm,"Bu,Cr",1,,,,,SP,,,,,,,,,,,,,,,,,,,,,NS,60,,,,,,,,,,,,,
PROCELLARIIFORMES,PROCELLARIIDAE,Pachyptila,vittata,Pachyptila vittata,,Broad-billed Prion,,,,,,LC,,2012,decreasing,,0.17,0.24,,,0.17,0.24,,Tm,Bu,1,,,,,SP,56,,,,,50,53,,,,,,,,,,,,,,OS,61,,,,,,,,,,,,,
